"","1B","2B","3B","HR","FO","K","BB","other"
"34",-8.24616170812686e-05,0.000592378213659217,0,-0.00105871073769137,-1.06687362035313e-09,0.0124586276631094,0.00122773964616494,-0.0124467469666778
"35",0.000129945178594104,-6.15093922730308e-05,0,-0.00142123606196707,3.23085265658217e-10,-0.00306018715689426,0.00138834588083623,-0.00803044436774732
"37",-0.00260698590493131,0.000760386040245531,0,-0.00343276100979359,-4.28681442776818e-10,-0.000616456365625332,0.0102844926382877,0.0934646291216537
"38",0.000605992778882271,0.000197398016183793,0,-2.51848257886751e-05,2.28965049418642e-10,-0.00810587918766031,0.00203633835291631,-0.00803275099171294
"39",-0.0010462164414728,0.00170025425621318,0,0.00232533875685606,-1.22857779092094e-09,0.00421170520827643,0.00386895552740743,-0.0150803745666474
"40",0.0031292240530481,-9.28286060595353e-05,0,0.0017387018252678,-2.02413002531281e-10,0.00108631298331107,-0.00364513364485504,-0.022558891895863
"41",0.000296745779893616,0.000355682846847233,0,-0.000169068459048885,4.02440601955987e-10,-0.00488187781723196,-0.000970084600380047,-0.01236054391283
"42",0.00272000934952837,-8.28177854402134e-06,0,-0.000629459419741863,-8.96331544190534e-10,0.00271653326309907,0.0029147323423563,0.0459753849791533
"43",0.00268867785282687,7.68920593323188e-05,0,-0.000434280175949184,-7.20992661586264e-10,-0.00379351234820971,0.00344057493743202,0.041525524191297
"44",-0.00291767450687339,-0.00145917691547871,0,-0.000439999124149025,-1.4459529286657e-09,0.0265814936118574,0.000741980482316798,0.0851804324236056
"45",0.000959181480159578,0.000566009371198495,0,-0.00124714077547651,-8.02057994419317e-10,0.0154017462819228,-0.00203348653952069,-0.0401496575874865
"46",-0.0029807349356209,0.00248186938892313,0,0.0019486480757582,8.1181560203043e-10,-0.021573047322956,0.00643580889848187,-0.0436764506646149
"47",-0.00258143948848424,0.00161315005026134,0,-0.000709723733050331,-1.20861009445677e-09,0.00186777557254429,0.00974532226944961,0.0290888088086308
"48",0.00115490274738095,0.000258713511005379,0,-0.00298051863454415,-1.14878187702536e-09,0.0202070863413515,-0.000380025801297383,-0.0380448165609917
"49",-0.0107588396601134,-0.000891988902610805,0,-0.00489218706451341,2.09438988130188e-09,0.00300312625957292,0.000403738182570993,-0.038902765481178
"50",0.00234522351671799,-0.00211529874678547,0,-0.00446330548722986,4.63303648358923e-10,0.0113898053513579,-0.00678303121891409,0.0316209204180364
"51",-0.00437738417437409,0.000211328704838934,0,-0.00275407865684586,1.46047174838974e-09,-0.0187751155872914,0.0105898205823702,-0.0535002837795224
"52",-0.00632296673482024,0.00173999024897374,0,-0.00251092182809946,9.12621152272805e-10,-0.00292376370984263,0.00473222033609368,0.0286079428964651
"53",-0.00438589833871254,0.000358355763760179,0,0.00452340569971238,-6.04283352048315e-10,0.00516310677970711,0.00118757661054918,-0.0416297103922198
"54",-0.0024189153055751,0.00351041351133402,0,0.000381279834618393,-7.92568224859736e-10,-0.0117781880065117,0.00389770455874995,0.185329193286107
"55",-0.0055921171044974,-0.002929758127793,0,-0.0043011107564241,1.18329962955712e-09,0.00766856926796345,0.00270625494287967,0.04499908783066
"56",-0.00322933006637043,-0.00120335058621013,0,-0.00283080798703759,6.83637001095759e-10,0.00140147552287851,0.00498680276544305,-0.0607227078484783
"57",0.00105354129875264,0.00192995491234483,0,-0.0011696245225443,1.63954308526669e-09,-0.0195636959903506,0.00307364831758128,-0.111689520608588
"58",0.00830333274617132,-0.000956536745805666,0,-0.0089235406922064,-6.8675978623083e-10,-0.00113863746157078,0.00947472399550148,-0.0543921622952286
"59",-0.00635088277011551,0.0035139563081933,0,-0.00542908589190974,1.0084753175578e-09,0.000779171339642841,0.00332765319151563,-0.0132554104220002
"60",-0.00980749123396127,-0.00198669643002124,0,-0.00147399074451929,3.02583301874477e-09,-0.0122601719708661,0.00154660470125984,0.150272182243906
"61",0.0119966372172175,-0.00771316706738623,0,-0.00702396057736678,3.17466289096569e-09,-0.0221711989816366,0.00120676641931525,-0.0528464551580939
"62",-0.00650594456321081,-0.00608690534719156,0,-0.000322879070051762,2.9131048352965e-09,-0.00994097145533427,0.00620128741820765,-0.0192667855982051
"63",-0.0125879224941526,-0.00216750029555803,0,0.00447027830004254,1.47822158462089e-09,0.0114695280134514,-0.00519438884369001,0.24383548393679
"64",0.000749450422194941,0.0013900945387085,0,-0.00317006480699183,1.11582019362877e-09,-0.0226769210130272,0.0068248731691606,0.28043147607783
"65",0.0188395270860685,-0.00227693897141282,0,-0.00949024749845515,9.0986442697535e-11,0.0193536676100351,-0.0177365650143892,-0.1240684499139
"66",0.00440090492871525,-0.00480232203199068,0,-0.00460958652618308,2.52735941260663e-09,-0.0265511660328728,0.00587055659256244,0.1815367484587
"67",-0.00466915894358349,-0.000401196110500297,0,0.00528564545478021,3.32291361098678e-09,-0.0202119852166417,-0.00586346267995211,-0.114419997328089
"68",-0.025041021656778,-0.00952433788721055,0,0.00477476940911341,3.72768544241789e-09,0.00871753584773911,0.00762990002118661,0.0485203646239787
"69",0.00521460682972119,0.00818305220181154,0,-0.0013976514417233,1.48335272903202e-09,-0.00568230579124597,-0.0219948421436992,-0.000701993708241802
"70",-0.00288502224144532,0.00839740076172393,0,-0.00236583463059423,-1.59316937169857e-09,0.025060140835059,-0.0114825010799335,-0.0164696641771465
"71",-0.0139097924338828,-0.00136992603032345,0,0.00210890624823002,4.07318725518877e-09,0.00871936639058058,-0.0175206541333211,-0.11991897803315
"72",-0.00438275441368925,-0.00215567579692096,0,-0.00788647426330256,-3.91547056833723e-09,0.0462070802106836,0.000986168921168744,-0.0628136755122325
"73",-0.0240615618306775,-0.000908420237301042,0,0.00438071218164367,-4.17064887834358e-09,0.0494110007445851,-0.00105853552450164,0.0906786629482868
"74",0.00604888898065477,0.00421422714424503,0,-0.00280621728210817,-3.71498604713845e-09,0.0119107025973747,0.00427293888981592,0.0814724641483233
"75",0.0160492164329245,-0.010140413689874,0,0.0059114973153421,2.75663397752681e-09,-0.0216643809138578,-0.00885011730949946,0.0439652189938338
"76",0.00397247206083577,-0.000315184805334823,0,0.0129982125251408,-4.47268888619257e-11,-0.0114262525404953,-0.00886585201754527,-0.133823380101285
"77",-0.00492418323104353,-0.000917491322701537,0,-0.00129325507131004,-2.77137333470666e-09,0.00870797321826053,0.0210255773472574,-0.0100598235918275
"78",-0.0186797817064742,0.000608401551005214,0,0.000894530085619782,5.53349756462186e-10,-0.00886011190083584,0.020331383752789,0.189950370359977
"79",-0.00194135055019327,0.00712437190391621,0,-0.00042280871842421,-6.5564019388948e-10,-0.00200781693206419,-0.0015800377827106,0.0529099275587683
"80",0.00387560617239852,0.00904948633661719,0,-0.000169411441328698,-6.89938283733431e-11,-0.0264996481599899,0.000312350553640726,0.0197951976255969
"81",0.0121470997216505,-0.00368668755086215,0,0.0033214021451676,1.04035741659893e-09,0.00211484679156475,-0.0228574276554471,-0.0707855794930125
"82",0.011989336746408,0.000269808597095543,0,0.00185131866810314,1.77365588496639e-09,-0.0515744419771463,0.00868379318012651,0.0642439759358111
"83",0.00167836142585611,-0.00544795851345229,0,0.0119742992451761,-2.83301070263669e-09,0.0181303211350155,0.00110355719945075,-0.000168287619400115
"84",0.000620210793492271,0.00383083926528596,0,0.0056466251257783,-4.97667440532095e-10,0.0050128154516419,-0.0154393567463099,-0.120285239035709
"85",0.0148573124218919,-0.000144740272725201,0,0.00815136830730664,-1.94766759096221e-09,-0.0141349419534057,0.00226326284067504,-0.11361366101065
"86",0.00448663045869561,0.000845928245528123,0,0.000239410410618687,-2.00002274430855e-09,0.0257846095422272,-0.0105227707979212,-0.0693540690487353
"87",-0.00215703321408377,0.00059248099908805,0,0.00360069078689211,-5.3882224539394e-10,0.0120240607803963,-0.00700977495845398,-0.00470731408634802
"88",0.00621862356288159,0.0036760818177266,0,0.00716083627722766,-1.23749673636625e-09,-0.00156770824299097,-0.00806089949955612,-0.11447410759093
"89",0.00387128316310991,0.000355304387694542,0,-0.0012359934388477,-1.63240695083936e-09,0.0211206126698405,-0.00298976481338653,-0.066134571119567
"90",-0.00856107643505996,-0.00374824638970595,0,0.00218204038889253,-1.63122330707743e-09,0.0154832480560233,0.0113840686644303,0.155680433289132
"91",0.00560616592651578,-0.00187104944135675,0,-0.00234199819757148,-4.63274749148705e-10,-0.00162633520948566,0.00305763518993846,0.0118591771421147
"92",0.00816546409226722,0.00233011332165662,0,0.00359780803670146,-3.85184181907597e-10,-0.0181536254470736,-0.00147782627676421,-0.0600619883686038
"93",0.000128960505030749,-0.00101642633073317,0,-6.17202997471495e-06,1.7470090791543e-09,-0.0231781769218927,0.00125378644625866,0.00849282189145752
"94",0.0145823148677966,0.00380896806444439,0,0.0017720687452084,-2.41890665711885e-09,-0.00850126150226901,4.20716721932351e-05,0.0400766854268816
"95",-0.000461874482723887,0.00252311546635618,0,-0.00159650756906316,3.51841310289317e-10,-0.00694197288900088,-1.6636376924127e-06,-0.0233667636609323
"96",0.00614837903170394,0.000685666115641955,0,0.00259166784618416,-1.38216405342593e-09,0.00622218502182272,-0.00347805969068969,-0.0284472217579687
"97",0.00186922877022183,6.46496414646655e-05,0,-0.000174104687283242,-3.19624557731185e-10,0.00835239192467557,-0.0047150868036608,-0.0253685750196205
"98",0.00503563533577327,-0.00011118671175926,0,-0.0020512343844451,-8.33364263726772e-10,0.0077109934690087,-0.00073596834657226,-0.0151466186518164
"102",-0.00047393426594608,-0.000393068087084672,0,-0.000153990291922866,-4.49346189915153e-11,0.000199496758127697,0.00112289471555728,-0.00443482243296584
"103",0.0087828229882299,-0.000666697575094184,0,-0.00178761262643587,-2.14315537080259e-11,-0.00872061645897342,7.76241796576331e-05,-0.0198824684877674
